,Actual,Mean_Simulation,Simulated_24,Simulated_44,Simulated_26,Simulated_31,Simulated_6,Simulated_7,Simulated_27,Simulated_41,Simulated_1,Simulated_34,Simulated_14,Simulated_2,Simulated_40,Simulated_10,Simulated_0,Simulated_30,Simulated_35,Simulated_11,Simulated_23,Simulated_21,Simulated_9,Simulated_33,Simulated_47,Simulated_37,Simulated_19,Simulated_15,Simulated_20,Simulated_39,Simulated_5,Simulated_17,Simulated_8,Simulated_42,Simulated_12,Simulated_48,Simulated_43,Simulated_22,Simulated_16,Simulated_13,Simulated_38,Simulated_46,Simulated_45,Simulated_36,Simulated_28,Simulated_18,Simulated_32,Simulated_4,Simulated_49,Simulated_25,Simulated_3,Simulated_29,StdDev_Simulated_0,StdDev_Simulated_1,StdDev_Simulated_2,StdDev_Simulated_3,StdDev_Simulated_4,StdDev_Simulated_5,StdDev_Simulated_6,StdDev_Simulated_7,StdDev_Simulated_8,StdDev_Simulated_9,StdDev_Simulated_10,StdDev_Simulated_11,StdDev_Simulated_12,StdDev_Simulated_13,StdDev_Simulated_14,StdDev_Simulated_15,StdDev_Simulated_16,StdDev_Simulated_17,StdDev_Simulated_18,StdDev_Simulated_19,StdDev_Simulated_20,StdDev_Simulated_21,StdDev_Simulated_22,StdDev_Simulated_23,StdDev_Simulated_24,StdDev_Simulated_25,StdDev_Simulated_26,StdDev_Simulated_27,StdDev_Simulated_28,StdDev_Simulated_29,StdDev_Simulated_30,StdDev_Simulated_31,StdDev_Simulated_32,StdDev_Simulated_33,StdDev_Simulated_34,StdDev_Simulated_35,StdDev_Simulated_36,StdDev_Simulated_37,StdDev_Simulated_38,StdDev_Simulated_39,StdDev_Simulated_40,StdDev_Simulated_41,StdDev_Simulated_42,StdDev_Simulated_43,StdDev_Simulated_44,StdDev_Simulated_45,StdDev_Simulated_46,StdDev_Simulated_47,StdDev_Simulated_48,StdDev_Simulated_49
54,89749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
55,90464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
56,92390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
57,93631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
58,93680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
59,93906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
60,95541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
61,94815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
62,95402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
63,95320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
64,95238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
65,95242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
66,98147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
67,98260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
68,99160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
69,98578.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
70,97997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
71,98936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
72,93853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
73,94642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
74,94400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
75,95065.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
76,95731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
77,95721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
78,98144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
79,98351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
80,98558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
81,98826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745.966069400689,6638.390389820711,7282.911107961308,22299.97633764738,19147.0188546432,11838.479299675639,4961.9139635991805,5425.783583451046,12066.219130887104,9000.018546699222,7564.311090110777,8643.704312161764,12318.70362708527,15043.814949083206,6937.253628416049,10349.08607414236,15000.576240104561,11978.876758092412,16672.258780676617,10113.411252177677,10443.677721802002,8901.431985404997,14889.722832823494,8699.334413396875,3702.222527654415,21321.381354642323,4448.424369164007,5934.681229874365,16332.692704797468,22941.98254808699,7794.654868593496,4937.5318164337095,18065.925407420546,9040.807251724515,6918.962386506333,8606.808356677018,16164.577400788015,9946.380390994123,15119.843499080078,11799.843094103713,7380.869362218745,6546.626609157861,12246.227917824368,14690.161067854591,3964.6588406828932,16071.264914060299,15882.403051388224,9942.279257983757,12460.699620718944,20844.520410053396
